"gene","GTExN7MScountsPUBLISHED","GTExNFK9countsPUBLISHED","GTExO5YTcountsPUBLISHED","GDC2821countsPUBLISHED","GDC2828countsPUBLISHED","GDC2839countsPUBLISHED","padj","symbol","rank","rank_change"
"ENSG00000229417",7,3,19,0,0,0,0.00103798194352299,"NPM1P25",5402,NA
"ENSG00000276409",22,327,6,14,2,0,0.00108444526642271,"CCL14",5452,NA
"ENSG00000278527",13,3,9,0,0,0,0.00123085325101924,"SNORD22",5591,NA
"ENSG00000273544",15,15,1,0,0,0,0.00123471497870084,"SNORA44",5598,NA
"ENSG00000271984",8,5,9,0,0,0,0.00129291481872362,"AL008726.1",5654,NA
"ENSG00000272396",2,1,67,0,0,0,0.00135445151870465,"AC005392.3",5699,NA
"ENSG00000278274",9,9,4,0,0,0,0.00142490482800424,"SNORA61",5754,NA
"ENSG00000138161",10,28,20,1,6,3,0.00145795696016104,"CUZD1",5782,NA
"ENSG00000234292",15,4,12,1,0,0,0.00145939396479055,"AC123595.1",5783,NA
"ENSG00000270096",15,4,5,0,0,0,0.0014696203950237,"AC078795.2",5799,NA
"ENSG00000242814",32,4,1,0,0,0,0.00147948451336211,"AC113398.1",5811,NA
"ENSG00000234961",11,12,17,1,4,2,0.00170714946179791,"AL133415.1",5995,NA
"ENSG00000231234",4,24,14,1,0,2,0.00174622298864109,"SKP1P1",6021,NA
"ENSG00000255737",27,19,8,6,1,1,0.00207355167936018,"AGAP2-AS1",6220,NA
"ENSG00000211643",17,21,41,13,2,5,0.00208011140735974,"IGLV5-52",6226,NA
"ENSG00000228800",4,6,23,0,0,1,0.00212919234933125,"AL590068.1",6260,NA
"ENSG00000213648",4,13,16,0,1,1,0.00228023662587866,"SULT1A4",6334,NA
"ENSG00000226031",4,4,14,0,0,0,0.00280438115692221,"FGF13-AS1",6635,NA
"ENSG00000278834",9,5,65,0,2,4,0.00281572530935867,"AC073508.3",6642,NA
"ENSG00000258967",35,0,10,0,0,0,0.00287086851064758,"HMGN1P3",6667,NA
"ENSG00000237718",15,5,2,0,0,0,0.00295434472386879,"AC009095.1",6702,NA
"ENSG00000182584",18,8,22,1,5,0,0.00306321281236374,"ACTL10",6741,NA
"ENSG00000131042",4204,4794,24590,726,4066,172,0.00323628708955231,"LILRB2",6815,NA
"ENSG00000196917",2,3,1,21,5,379,0.00335738045461181,"HCAR1",6870,NA
"ENSG00000229356",0,0,0,7,5,87,0.00342454563704937,"LRRC3-DT",6899,NA
"ENSG00000258959",10,5,8,1,0,0,0.0035005239684279,"AL118558.1",6932,NA
"ENSG00000234882",6,16,1,0,0,0,0.00370224621667922,"EIF3EP1",7033,NA
"ENSG00000261229",2,4,20,0,0,0,0.00378344860519297,"AC021483.2",7069,NA
"ENSG00000171987",4,15,2,0,0,0,0.00380280638617304,"C11orf40",7081,NA
"ENSG00000258947",15,8,53,6,1,7,0.00391440721062566,"TUBB3",7109,NA
"ENSG00000267670",1,4,28,0,0,0,0.00398180845428681,"AC022098.2",7136,NA
"ENSG00000205495",7,6,4,0,0,0,0.00405028740515706,"OR52J3",7157,NA
"ENSG00000172867",14,132,6,3,0,10,0.00407192911068366,"KRT2",7170,NA
"ENSG00000209582",40,3,0,0,0,0,0.00454264241565483,"SNORA48",7337,NA
"ENSG00000241697",2,11,12,1,0,0,0.00514732341517365,"TMEFF1",7492,NA
"ENSG00000188004",6,3,16,1,0,0,0.00523632338851443,"SNHG28",7522,NA
"ENSG00000269482",11,28,2,1,3,1,0.00528982924889267,"Z69720.1",7538,NA
"ENSG00000242076",21,5,52,8,7,2,0.00594797828205775,"IGKV1-33",7722,NA
"ENSG00000159166",6,12,1,0,0,0,0.00606648270173829,"LAD1",7745,NA
"ENSG00000252481",1,7,13,0,0,0,0.00698397337449967,"SCARNA13",8019,NA
"ENSG00000281376",35,34,17,11,7,16,0.00732409790858769,"ABALON",8103,NA
"ENSG00000261011",1,12,6,0,0,0,0.00741252896491612,"AL136982.4",8131,NA
"ENSG00000176893",3,27,2,0,1,1,0.00761170190598708,"OR51G2",8187,NA
"ENSG00000254633",17,0,14,0,0,0,0.00767334819003569,"AL512590.2",8203,NA
"ENSG00000263683",2,2,19,0,0,0,0.00891010665331517,"AC005154.3",8479,NA
"ENSG00000163633",11,5,26,2,3,5,0.00940346747773388,"C4orf36",8591,NA
"ENSG00000267355",19,6,8,1,3,3,0.0094887289308023,"RPL9P29",8599,NA
"ENSG00000237437",4,7,3,0,0,0,0.00971643723488226,"ASS1P12",8641,NA
"ENSG00000234851",8,30,9,0,5,3,0.00990402556690086,"RPL23AP42",8684,NA
